,diagnostics_Image-original_Mean,diagnostics_Image-original_Maximum,diagnostics_Mask-original_VoxelNum,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointAverage,original_glcm_JointEntropy,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunVariance,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Complexity,original_ngtdm_Strength,labels
0,154.8876495361328,947.0,748,253.60000000000002,569.0,178153998.0,3.6344532135933942,76.5,5.211446140721843,660.0,90.79826417684232,471.6577540106952,516.0,33.0,627.0,45.78600951502364,488.03052580514577,-1.7062801566903625,178153998.0,15712.757199233607,371.44766010008345,41235.0411153085,-1405.9810950369288,82.53076677183992,4.779460499554425,1.3035299964312979,2.206945604673406,3.019148000255305,18.76177272848062,5.772230292067688,37.52354545696126,4.424308687665871,21.8275568178486,6.042480614823967,94.46524064171123,6.46332465898367,96.6096256684492,25.24303490234207,363.39973262032083,23.37433155080214,9705.998663101604,0.09441147159867203,68.12045318043042,36.2267590801572,32.44336762225497,330.96367505633316,4.965005876435523,1982.05986911226,5.2402780672008875,255.78317020182112,2.227208544828533,238.04558124911193,11.17674418604651,33.623666846944296,262.68837209302325,196.48372093023255,82779.66976744185,0.5342648037285224,96.81395348837209,161.93445495712209,5.661190491577549,184.37979448350455,0.062404794809460415,196.49251644393505,10.974978326725422,1
1,481.8522148132324,3610.0,1405,1248.6,2115.2000000000003,4642402067.0,5.573133110263596,437.0,3.3769348514545845,2932.0,281.0858504831499,1783.052669039146,1890.0,762.0,2170.0,190.5100239547263,1817.7460657172676,-0.7061545004604446,4642402067.0,124923.93886298296,1977.3800725468927,1810551.6607579214,-15554.76996661523,713.9932785078548,22.845396582342374,3.0508350003020226,3.1437780303263323,13.138585262888906,42.480187485008074,8.77323329776668,84.96037497001595,6.426977439296142,184.20966877254935,7.362766379813143,369.5637010676157,1.8421195273616089,38.836298932384345,199.76295943567078,1951.7067615658364,6.948754448398576,15990.585053380782,0.009720130449553494,810.0108287164805,29.956029934594333,208.79138444278186,1893.5906128036836,1.7173625808561215,3540.872384388821,6.265467982932873,895.1189058111785,0.3027558920696116,1651.261654694243,15.448924731182796,231.111768701584,1773.3629032258063,8.388440860215054,19376.392473118278,0.011573764165893978,356.93817204301075,1236.8276136962395,7.10120957142369,4.822231977685281,0.008273866969262049,3433.921868093272,72.73360734222057,1
2,604.1467590332031,2784.0,4065,996.0,1369.0,5658477257.0,4.677895687436903,211.0,5.592809433144049,1638.0,132.19756751073047,1166.3264452644526,1186.0,352.0,1286.0,85.53714743580355,1179.8302103333565,-1.1530723320536185,5658477257.0,31681.94829203791,1153.6923141625261,177618.6890676234,-2587.9293382760143,182.2179668265233,2.8785860059768424,0.8572332631764114,1.7006848355022688,2.1184352255341903,33.299490826509185,6.543106869253559,66.59898165301837,5.583602479173491,46.27413820812504,7.378763527310188,528.8258302583026,4.424451131596187,196.47552275522756,50.797558977803796,1151.2578105781058,27.452644526445265,33302.879950799506,0.026484847693536123,114.4651036823435,85.54442749063689,71.0426387921341,1097.7893520265238,6.122672883172764,7340.9072196572515,6.6391743128733,843.2664945569437,2.294478585124555,666.2521191640174,13.10909090909091,132.80152637485972,809.9575757575758,736.1676767676768,882886.6565656565,0.6613436144825763,177.64242424242425,426.98326453850007,7.040550585965582,668.7287419651055,0.03271694333712967,568.2885474382182,16.492769729966234,1
3,424.74292755126953,2322.0,2455,545.4,1484.0,3299292405.0,5.616993314536044,589.0,2.2308671967623663,1784.0,308.87750258211975,1101.902647657841,1220.0,77.0,1707.0,238.77716061612568,1159.270155433591,-0.5920127186884456,3299292405.0,129717.84836366202,1977.5546792897644,1343195.5201652646,-13428.381546956824,762.314742256963,19.435032542771374,3.1250708797180176,3.180999746611933,9.070939867154086,42.329567837899475,9.182227723630438,84.65913567579896,6.526017891476686,195.4374436999337,7.486093896664021,686.0598778004073,1.7836438375483759,59.69002036659878,207.5542892222946,1938.3515274949084,6.467209775967413,14872.463136456212,0.006289179454050543,849.8174030964389,49.33848474777721,208.7068506392763,1876.91654264708,1.6491190799198565,3407.285082894426,6.246597370870858,1626.296520829802,0.2742768708353295,1654.996380013767,29.657612580414582,208.67089685729772,1720.2630450321658,6.49964260185847,15147.360257326662,0.006716191875083442,738.8027162258757,1230.012155726101,7.028112688568144,3.4202322602532904,0.017205389004290916,1911.1393744531124,33.08948125178405,1
4,313.48159408569336,2088.0,8569,694.0,983.0,5744153475.0,4.164106900664745,134.0,4.073952378950877,1116.0,89.89134648951097,809.9809779437508,796.0,223.0,893.0,57.191403343552395,818.7436526458156,-0.06692953642742909,5744153475.0,14271.984117097078,648.0851776585948,27816.275318776192,59.80072833850761,84.78101737355236,1.9988536434166737,0.837152296756545,1.7285358953945777,1.2811309745859747,25.04773604434992,6.291257698966683,50.09547208869988,5.084748280840324,21.694967754242267,7.050209760494466,1102.7817715019255,4.5796333623736665,619.3043528999883,22.881449810242746,643.815264324892,25.186719570544987,16309.305519897303,0.043356452681528636,85.35631111736802,294.5346583981782,27.210816625886075,639.2259095506959,5.508105666417189,3520.4469516872323,6.00437284623056,2076.031894938872,2.2119846160079657,428.89907366129006,54.089314194577355,43.27115844926219,601.0821371610846,635.5797448165869,362276.6515151515,1.1689703309903732,336.0845295055821,301.5436791191721,7.22927193730274,588.8853003721425,0.19772001485942284,258.4506926979123,3.213325251283111,1
5,399.1067657470703,2347.0,4986,579.5,1168.5,4759965873.0,4.872193546104986,276.75,3.7755266095270033,1325.0,182.5632920190975,949.6572402727637,1029.0,60.0,1265.0,123.83782138793512,977.0702329270922,-1.1901653906121243,4759965873.0,52817.366069720454,1427.4308016987557,396369.55370286305,-6994.018378935859,317.1954235713757,10.289443255684038,2.0614584704927914,2.7117338825104977,5.895890936081455,36.75188679730891,8.053520944076425,73.5037735946178,5.810997528259049,81.871216706765,7.264509944929522,930.2860008022462,2.9854770252012495,224.63658243080627,84.54198611306202,1417.2019655034096,11.508223024468512,18631.560569594865,0.014568510453831767,406.80523591061274,154.23344123906946,88.60803513260612,1358.8835213007642,2.2986617640705704,3467.736032859758,5.924372395443738,2449.6987578540547,0.5550788910189512,1091.983312285965,65.49244712990937,91.20389174371661,1205.5735146022155,23.249748237663646,38987.35297079557,0.02365993325448067,816.5115810674723,744.3316603031485,6.949637164313405,16.946766337169855,0.06939744422183486,1161.6295531914498,9.309971800373354,1
6,405.05596923828125,2031.0,5019,640.8,1164.0,4911083008.0,4.863967852183891,287.0,3.114207937481253,1498.0,174.39766853678674,965.5915521020123,1031.0,324.0,1174.0,122.81729686354691,989.1907338979111,-0.8042639956644045,4911083008.0,46131.2625387147,816.1198258001093,254697.44790551573,-4008.6925831718013,280.8762803189196,8.18817151557982,1.7329228645881936,2.525071627997277,5.071445256961183,27.34861690300723,7.815729594000903,54.697233806014495,5.805114638162912,72.26611295862483,7.468512549645113,757.3032476588962,4.770972516035003,234.74377366009165,73.80991213266059,810.7176728431958,16.84379358437936,15938.750348675036,0.05085494277095663,207.86517366101282,128.58096729474354,78.59090568704075,759.9133839726715,3.28806839833484,2948.124313805565,6.158950530568778,2091.2959350226565,1.1723572215993794,584.647610436605,53.270967741935486,81.11623945442506,688.4134897360703,105.04574780058651,109774.26862170087,0.1937885303098117,749.3472140762464,456.00386593330774,6.91231389464906,96.38040746123615,0.0853160365790184,703.7847468352043,6.779081119074928,1
7,489.51678466796875,2705.0,1431,997.0,1827.0,3288313588.0,5.3301732608781185,520.0,2.329525787957298,1927.0,270.21589921870765,1482.4234800838574,1563.0,441.0,1486.0,213.17992509317824,1515.8868887219196,-0.6415642715658358,3288313588.0,100333.6850950868,2036.9061505046582,874561.6191249157,-10204.671529478808,602.8356676322147,9.051554965512524,2.0690781797190425,2.671137559376091,4.638175958089608,43.45621520082179,8.212343841075315,86.91243040164355,6.239473370268925,152.9718056494319,7.220267981722599,317.5310971348707,2.2101661277854205,42.08874912648498,160.8985384524854,1993.827393431167,8.86303284416492,21885.090845562543,0.006530171697575859,599.1341856005284,30.8403700784977,157.55411866604317,1889.214525769299,2.0298926884307393,4449.0669299831225,6.115383972966168,824.9825145163272,0.46807709356130733,1586.9251232776764,15.252836304700162,140.1595948398824,1571.3776337115073,20.085899513776337,55245.95299837925,0.012221544920216924,267.39546191247973,984.4090049429217,6.858411567163431,14.706807919325222,0.009576108556406041,1133.2598924821473,58.23291750908718,1
8,149.6908302307129,900.0,638,336.1,568.3000000000001,149349404.0,3.6238034500952043,76.0,6.649591589117789,628.0,75.91431884513715,471.25705329153607,502.0,55.0,573.0,38.41138023836986,483.8284560891702,-1.8623197572696923,149349404.0,12006.764644608445,328.2399284827371,27952.783093442034,-940.6813817995137,60.93912258405948,4.902265541690602,1.239247994580107,2.132157176312193,3.3028938557257774,17.726464895906474,5.697587932828288,35.452929791812956,4.380932894560009,16.46034703143754,6.146481693361366,78.1065830721003,6.5513900217175545,77.43887147335423,19.39525948054756,321.0,24.5141065830721,8875.056426332289,0.14018112701405513,57.50930324607202,30.382584146552276,25.552446970710154,293.8688441413319,5.442028708512739,1888.3924621839888,5.222343688515523,202.78269159966862,2.5481546717216217,205.4982687922876,9.761904761904763,29.257617630385482,237.61309523809524,168.8452380952381,60956.46428571428,0.6292498435197503,74.29761904761905,145.85656231768576,5.454411638708204,154.4233276643991,0.058827038409458604,165.30461864553413,10.239777485547137,1
9,264.0716323852539,2134.0,4694,919.3,1401.0,6900402818.0,4.843038159671315,193.0,4.753786032606762,1770.0,143.6039213863749,1196.022155943758,1225.5,422.0,1348.0,85.4724849186988,1212.4551408952934,-1.0351117666062233,6900402818.0,39578.4711750707,1121.8680155866944,243807.93902800223,-3344.463593777277,223.46847805502438,9.812176999832165,1.8585748065783612,2.571497108445242,6.263662913795488,32.68716211271447,7.836654244022783,65.37432422542892,5.757524518498361,58.320163763714234,7.332013778255847,814.067319982957,3.1082214483347186,216.5918193438432,63.531030829410085,1110.757988922028,12.95824456753302,15119.402641670218,0.01650183768297454,294.94962793234436,143.5973224563171,73.91091047319928,1090.0791619527868,2.557939503489355,2907.0113860097085,6.019574108717402,2115.8110308229498,0.6803716250015571,869.482618655986,48.24762507916403,103.59020808658289,1012.1602279924002,38.28499050031665,43416.89170360988,0.04506263603338314,605.4002533248891,612.34868619079,7.220691664739354,29.447643448828252,0.06207880202248042,1082.0418765183329,8.95871711884344,1
